frequency_Hz,author_sectorial
0.001,0
0.001016265089393,0
0.00103279473191895,0
0.00104959323055823,0
0.00106666495827954,0
0.00108401435917833,0
0.00110164594963366,0
0.00111956431948388,0
0.00113777413322149,0
0.00115628013120738,0
0.00117508713090481,0
0.00119420002813353,0
0.00121362379834424,0
0.00123336349791378,0
0.0012534242654614,0
0.00127381132318648,0
0.00129452997822792,0
0.0013155856240457,0
0.00133698374182495,0
0.00135872990190271,0
0.00138082976521809,0
0.00140328908478587,0
0.00142611370719413,0
0.00144930957412622,0
0.0014728827239075,0
0.00149683929307726,0
0.0015211855179861,0
0.00154592773641948,0
0.00157107238924745,0
0.00159662602210143,0
0.00162259528707809,0
0.00164898694447107,0
0.00167580786453077,0
0.00170306502925284,0
0.00173076553419573,0
0.00175891659032773,0
0.00178752552590424,0
0.00181659978837533,0
0.00184614694632455,0
0.00187617469143912,0
0.00190669084051225,0
0.00193770333747799,0
0.00196922025547917,0
0.00200124979896904,0
0.00203380030584698,0
0.00206688024962908,0
0.00210049824165392,0
0.00213466303332425,0
0.00216938351838518,0
0.00220466873523941,0
0.00224052786930002,0
0.00227697025538168,0
0.00231400538013065,0
0.00235164288449435,0
0.00238989256623105,0
0.00242876438246045,0
0.00246826845225569,0
0.00250841505927754,0
0.00254921465445142,0
0.00259067785868801,0
0.00263281546564802,0
0.00267563844455205,0
0.00271915794303602,0
0.00276338529005317,0
0.00280833199882317,0
0.00285400976982924,0
0.00290043049386399,0
0.00294760625512486,0
0.00299554933435981,0
0.0030442722120643,0
0.00309378757173014,0
0.00314410830314726,0
0.00319524750575921,0
0.00324721849207313,0
0.00330003479112529,0
0.00335371015200293,0
0.00340825854742345,0
0.00346369417737173,0
0.00352003147279668,0
0.00357728509936787,0
0.00363546996129332,0
0.0036946012051993,0
0.00375469422407334,0
0.00381576466127125,0
0.00387782841458946,0
0.00394090164040345,0
0.00400500075787361,0
0.00407014245321944,0
0.00413634368406327,0
0.00420362168384471,0
0.00427199396630678,0
0.00434147833005509,0
0.00441209286319119,0
0.00448385594802119,0
0.00455678626584106,0
0.00463090280179974,0
0.00470622484984128,0
0.00478277201772749,0
0.00486056423214213,0
0.00493962174387832,0
0.00501996513311008,0
0.00510161531474983,0
0.00518459354389291,0
0.00526892142135068,0
0.00535462089927361,0
0.00544171428686589,0
0.0055302242561929,0
0.00562017384808319,0
0.00571158647812644,0
0.00580448594276898,0
0.00589889642550849,0
0.00599484250318941,0
0.00609234915240071,0
0.00619144175597785,0
0.00629214610961034,0
0.00639448842855694,0
0.00649849535446989,0
0.00660419396233031,0
0.00671161176749629,0
0.00682077673286569,0
0.00693171727615541,0
0.00704446227729904,0
0.00715904108596489,0
0.00727548352919623,0
0.00739381991917587,0
0.00751408106111697,0
0.00763629826128224,0
0.00776050333513357,0
0.00788672861561416,0
0.00801500696156541,0
0.00814537176628075,0
0.00827785696619847,0
0.00841249704973612,0
0.00854932706626838,0
0.00868838263525118,0
0.00882969995549409,0
0.00897331581458352,0
0.0091192675984593,0
0.00926759330114688,0
0.00941833153464795,0
0.00957152153899187,0
0.00972720319245054,0
0.00988541702191957,0
0.0100462042134681,0
0.0102096066230605,0
0.0103756667874519,0
0.0105444279352617,0
0.0107159339982267,0
0.0108902296226373,0
0.0110673601809597,0
0.0112473717836475,0
0.0114303112911448,0
0.011616226326085,0
0.011805165285688,0
0.0119971773543588,0
0.0121923125164911,0
0.0123906215694792,0
0.0125921561369415,0
0.0127969686821594,0
0.0130051125217341,0
0.0132166418394661,0
0.0134316117004602,0
0.0136500780654601,0
0.0138720978054162,0
0.0140977287162897,0
0.0143270295340983,0
0.0145600599502065,0
0.014796880626864,0
0.0150375532129974,0
0.0152821403602587,0
0.0155307057393346,0
0.0157833140565212,0
0.0160400310705682,0
0.0163009236097974,0
0.0165660595894991,0
0.016835508029612,0
0.0171093390726901,0
0.0173876240021625,0
0.0176704352608895,0
0.017957846470021,0
0.0182499324481615,0
0.018546769230847,0
0.018848434090338,0
0.0191550055557353,0
0.0194665634334226,0
0.0197831888278416,0
0.020104964162605,0
0.0204319732019527,0
0.0207643010725577,0
0.021102034285686,0
0.0214452607597167,0
0.0217940698430295,0
0.0221485523372636,0
0.0225088005209546,0
0.022874908173557,0
0.0232469705998565,0
0.0236250846547795,0
0.0240093487686065,0
0.0243998629725955,0
0.0247967289250216,0
0.0252000499376409,0
0.0256099310025846,0
0.0260264788196901,0
0.0264498018242772,0
0.0268800102153761,0
0.0273172159844138,0
0.027761532944368,0
0.0282130767593947,0
0.0286719649749377,0
0.0291383170483279,0
0.0296122543798803,0
0.0300939003444972,0
0.0305833803237843,0
0.0310808217386906,0
0.0315863540826782,0
0.0321001089554317,0
0.0326222200971167,0
0.0331528234231942,0
0.0336920570598027,0
0.0342400613797142,0
0.0347969790388769,0
0.0353629550135504,0
0.0359381366380463,0
0.0365226736430818,0
0.0371167181947576,0
0.03772042493417,0
0.038333951017666,0
0.038957456157755,0
0.0395911026646846,0
0.0402350554886929,0
0.0408894822629486,0
0.0415545533471888,0
0.0422304418720667,0
0.0429173237842216,0
0.04361537789208,0
0.044324785912404,0
0.0450457325175946,0
0.0457784053837662,0
0.0465229952396019,0
0.0472796959160039,0
0.0480487043965513,0
0.0488302208687788,0
0.0496244487762892,0
0.0504315948717136,0
0.0512518692705333,0
0.0520854855057766,0
0.0529326605836056,0
0.053793615039807,0
0.0546685729972018,0
0.0555577622239888,0
0.0564614141930367,0
0.0573797641421413,0
0.0583130511352622,0
0.0592615181247555,0
0.0602254120146193,0
0.061204983724767,0
0.0622004882563471,0
0.0632121847581245,0
0.0642403365939419,0
0.0652852114112785,0
0.0663470812109235,0
0.0674262224177834,0
0.0685229159528406,0
0.0696374473062823,0
0.0707701066118189,0
0.0719211887222119,0
0.0730909932860291,0
0.0742798248256491,0
0.0754879928165344,0
0.076715811767793,0
0.0779636013040523,0
0.0792316862486625,0
0.0805203967082547,0
0.0818300681586739,0
0.0831610415323096,0
0.0845136633068472,0
0.0858882855954625,0
0.0872852662384838,0
0.0887049688965441,0
0.0901477631452492,0
0.0916140245713852,0
0.0931041348706907,0
0.09461848194722,0
0.096157460014321,0
0.0977214696972572,0
0.099310918137498,0
0.100926219098705,0
0.102567793074442,0
0.10423606739764,0
0.105931476351837,0
0.107654461284232,0
0.109405470720574,0
0.111184960481927,0
0.112993393803322,0
0.114831241454351,0
0.116698981861715,0
0.118597101233767,0
0.120526093687084,0
0.122486461375093,0
0.124478714618791,0
0.12650337203959,0
0.12856096069433,0
0.130652016212472,0
0.132777082935543,0
0.134936714058831,0
0.137131471775395,0
0.139361927422414,0
0.14162866162992,0
0.143932264471941,0
0.146273335620113,0
0.148652484499786,0
0.151070330448665,0
0.153527502878042,0
0.156024641436637,0
0.158562396177114,0
0.161141427725302,0
0.163762407452169,0
0.16642601764859,0
0.169132951702965,0
0.171883914281715,0
0.174679621512725,0
0.177520801171763,0
0.180408192871938,0
0.183342548256229,0
0.186324631193156,0
0.18935521797563,0
0.192435097523033,0
0.195565071586595,0
0.198745954958098,0
0.201978575681988,0
0.205263775270925,0
0.20860240892485,0
0.211995345753607,0
0.215443469003188,0
0.218947676285662,0
0.222508879812837,0
0.226128006633728,0
0.229805998875885,0
0.233543813990648,0
0.237342425002387,0
0.241202820761801,0
0.245126006203334,0
0.249113002606779,0
0.253164847863136,0
0.257282596744793,0
0.261467321180109,0
0.265720110532451,0
0.270042071883777,0
0.274434330322837,0
0.278898029238044,0
0.283434330615131,0
0.28804441533963,0
0.292729483504282,0
0.297490754721444,0
0.302329468440578,0
0.3072468842709,0
0.312244282309286,0
0.317322963473498,0
0.322484249840844,0
0.327729484992338,0
0.333060034362459,0
0.338477285594598,0
0.343982648902292,0
0.349577557436328,0
0.355263467657814,0
0.361041859717334,0
0.366914237840249,0
0.372882130718283,0
0.378947091907467,0
0.385110700232557,0
0.391374560198038,0
0.397740302405804,0
0.404209583979631,0
0.410784088996565,0
0.417465528925313,0
0.424255643071778,0
0.431156199031823,0
0.438168993151419,0
0.445295850994266,0
0.452538627817017,0
0.459899209052244,0
0.467379510799246,0
0.47498148032285,0
0.482707096560318,0
0.490558370636505,0
0.498537346387389,0
0.506646100892127,0
0.514886745013749,0
0.523261423948666,0
0.531772317785097,0
0.540421642070592,0
0.549211648388779,0
0.558144624945496,0
0.567222897164454,0
0.576448828292588,0
0.585824820015254,0
0.595353313081437,0
0.605036787939122,0
0.614877765381002,0
0.624878807200689,0
0.635042516859596,0
0.64537154016467,0
0.655868565957143,0
0.666536326812491,0
0.677377599751775,0
0.68839520696455,0
0.699592016543537,0
0.710970943231243,0
0.722534949178721,0
0.734287044716676,0
0.746230289139111,0
0.758367791499719,0
0.77070271142123,0
0.78323825991792,0
0.795977700231499,0
0.808924348680594,0
0.822081575524054,0
0.835452805838287,0
0.849041520408875,0
0.86285125663669,0
0.876885609458743,0
0.89114823228402,0
0.905642837944529,0
0.920373199661822,0
0.935343152029239,0
0.950556592010119,0
0.966017479952265,0
0.981729840618884,0
0.99769776423632,0
1.01392540755882,0
1.03041699495059,0
1.04717681948552,0
1.06420924406472,0
1.08151870255229,0
1.0991097009295,0
1.11698681846782,0
1.135154708921,0
1.15361810173648,0
1.1723818032866,0
1.19145069811978,0
1.21082975023204,0
1.23052400435926,0
1.25053858729039,0
1.27087870920206,0
1.29154966501488,0
