impedance_scale_kappa,SCR,damping_D,maximum_real_pole_Hz,dominant_oscillation_frequency_Hz,closed_loop_reference,sampled_criterion_status,final_classification,gain_pass_count,gain_fail_count,gain_indeterminate_count,phase_pass_count,phase_fail_count,phase_indeterminate_count,uncovered_frequency_count,indeterminate_frequency_count,converter_phase_seed_frequency_Hz,network_phase_seed_frequency_Hz,maximum_transformation_condition,maximum_interconnection_residual
1.2,0.74535599249993,0.14,-0.0511490206327991,0.523086827740388,stable,not-covered-on-grid-under-phase-branch-assumption,stable-not-covered,45,76,0,83,38,0,10,0,0.001,0.001,19.3298529856282,9.69193927418705e-16
1.2,0.74535599249993,0.16,-0.0672058001723739,0.518241720021075,stable,not-covered-on-grid-under-phase-branch-assumption,stable-not-covered,45,76,0,89,32,0,10,0,0.001,0.001,19.3298529856282,1.27215790372113e-15
1.2,0.74535599249993,0.18,-0.0829458543285546,0.512734516107592,stable,not-covered-on-grid-under-phase-branch-assumption,stable-not-covered,45,76,0,93,28,0,10,0,0.001,0.001,19.3298529856282,9.63480364157073e-16
1.2,0.74535599249993,0.2,-0.0983365535676303,0.506570418998409,stable,not-covered-on-grid-under-phase-branch-assumption,stable-not-covered,44,77,0,95,26,0,11,0,0.001,0.001,19.3298529856282,1.04012480591051e-15
1.2,0.74535599249993,0.25,-0.135042010192367,0.488341841592473,stable,not-covered-on-grid-under-phase-branch-assumption,stable-not-covered,43,78,0,101,20,0,11,0,0.001,0.001,19.3298529856282,7.71692106015728e-16
1.2,0.74535599249993,0.3,-0.168689394266927,0.466277672762584,stable,not-covered-on-grid-under-phase-branch-assumption,stable-not-covered,42,79,0,105,16,0,11,0,0.001,0.001,19.3298529856282,8.99550125650204e-16
1.2,0.74535599249993,0.35,-0.19855612251097,0.440812590324488,stable,covered-on-grid-under-phase-branch-assumption,criterion-covered-stable,42,79,0,121,0,0,0,0,0.001,0.001,19.3298529856282,7.29694329139081e-16
1.2,0.74535599249993,0.4,-0.223955886131173,0.412692856800827,stable,covered-on-grid-under-phase-branch-assumption,criterion-covered-stable,41,80,0,121,0,0,0,0,0.001,0.001,19.3298529856282,7.845084571298e-16
1.2,0.74535599249993,0.45,-0.244440974594545,0.382987476263862,stable,covered-on-grid-under-phase-branch-assumption,criterion-covered-stable,40,81,0,121,0,0,0,0,0.001,0.001,19.3298529856282,1.02170838371308e-15
1.2,0.74535599249993,0.5,-0.260007707544782,0.352935300436666,stable,covered-on-grid-under-phase-branch-assumption,criterion-covered-stable,39,82,0,121,0,0,0,0,0.001,0.001,19.3298529856282,6.81156325914417e-16
1.3,0.688020916153781,0.04,0.0341585199568723,0.519875118670098,unstable,not-covered-on-grid-under-phase-branch-assumption,unstable-not-covered,46,75,0,65,52,4,10,0,0.00170306502925284,0.001,19.3298529856282,8.612160014158e-16
1.3,0.688020916153781,0.05,0.0255783668570119,0.519170472059012,unstable,not-covered-on-grid-under-phase-branch-assumption,unstable-not-covered,46,75,0,65,51,5,10,0,0.00196922025547917,0.001,19.3298529856282,9.14824110384936e-16
1.3,0.688020916153781,0.06,0.0170489397694452,0.518290615102584,unstable,not-covered-on-grid-under-phase-branch-assumption,unstable-not-covered,45,76,0,65,50,6,11,0,0.00224052786930002,0.001,19.3298529856282,9.51843460335465e-16
1.3,0.688020916153781,0.08,0.000152377017121335,0.516007541467886,unstable,not-covered-on-grid-under-phase-branch-assumption,unstable-not-covered,45,76,0,65,50,6,11,0,0.00224052786930002,0.001,19.3298529856282,8.37637585718006e-16
1.3,0.688020916153781,0.1,-0.0165094650111904,0.513030010511547,stable,not-covered-on-grid-under-phase-branch-assumption,stable-not-covered,45,76,0,65,51,5,11,0,0.00196922025547917,0.001,19.3298529856282,9.84596247778594e-16
1.3,0.688020916153781,0.12,-0.0329123430160399,0.509361735113777,stable,not-covered-on-grid-under-phase-branch-assumption,stable-not-covered,45,76,0,66,55,0,10,0,0.001,0.001,19.3298529856282,1.21958921380603e-15
1.3,0.688020916153781,0.14,-0.0490292189062149,0.505006490179199,stable,not-covered-on-grid-under-phase-branch-assumption,stable-not-covered,45,76,0,82,39,0,10,0,0.001,0.001,19.3298529856282,7.66108653008147e-16
1.3,0.688020916153781,0.16,-0.0648300155763943,0.49996865781642,stable,not-covered-on-grid-under-phase-branch-assumption,stable-not-covered,44,77,0,88,33,0,11,0,0.001,0.001,19.3298529856282,1.05206864048596e-15
1.3,0.688020916153781,0.18,-0.0802814049850463,0.494253876197392,stable,not-covered-on-grid-under-phase-branch-assumption,stable-not-covered,44,77,0,91,30,0,11,0,0.001,0.001,19.3298529856282,7.34371618962109e-16
1.3,0.688020916153781,0.2,-0.0953466602610158,0.487869810943433,stable,not-covered-on-grid-under-phase-branch-assumption,stable-not-covered,44,77,0,94,27,0,11,0,0.001,0.001,19.3298529856282,4.79455235591904e-16
1.3,0.688020916153781,0.25,-0.131048810446515,0.469061187907329,stable,not-covered-on-grid-under-phase-branch-assumption,stable-not-covered,43,78,0,99,22,0,11,0,0.001,0.001,19.3298529856282,4.9321030831673e-16
1.3,0.688020916153781,0.3,-0.163369266803208,0.446445752799335,stable,not-covered-on-grid-under-phase-branch-assumption,stable-not-covered,42,79,0,104,17,0,11,0,0.001,0.001,19.3298529856282,8.68014021544784e-16
1.3,0.688020916153781,0.35,-0.191545712481318,0.420594808884912,stable,not-covered-on-grid-under-phase-branch-assumption,stable-not-covered,41,80,0,111,10,0,9,0,0.001,0.001,19.3298529856282,7.12625930270316e-16
1.3,0.688020916153781,0.4,-0.214926721744009,0.392433979995672,stable,covered-on-grid-under-phase-branch-assumption,criterion-covered-stable,40,81,0,121,0,0,0,0,0.001,0.001,19.3298529856282,1.02320197938588e-15
1.3,0.688020916153781,0.45,-0.233212373917804,0.363193865415673,stable,covered-on-grid-under-phase-branch-assumption,criterion-covered-stable,39,82,0,121,0,0,0,0,0.001,0.001,19.3298529856282,6.74104063933557e-16
1.3,0.688020916153781,0.5,-0.246631619819812,0.334167666886742,stable,covered-on-grid-under-phase-branch-assumption,criterion-covered-stable,39,82,0,121,0,0,0,0,0.001,0.001,19.3298529856282,7.74239851189181e-16
1.4,0.63887656499994,0.04,0.035217640598971,0.504203793066392,unstable,not-covered-on-grid-under-phase-branch-assumption,unstable-not-covered,45,76,0,65,52,4,11,0,0.00170306502925284,0.001,19.3298529856282,6.77354218781058e-16
1.4,0.63887656499994,0.05,0.0267022624162473,0.50345405363085,unstable,not-covered-on-grid-under-phase-branch-assumption,unstable-not-covered,45,76,0,65,51,5,11,0,0.00196922025547917,0.001,19.3298529856282,9.03604643399703e-16
1.4,0.63887656499994,0.06,0.0182415940827239,0.50252419266796,unstable,not-covered-on-grid-under-phase-branch-assumption,unstable-not-covered,45,76,0,65,50,6,11,0,0.00224052786930002,0.001,19.3298529856282,8.34207363082271e-16
1.4,0.63887656499994,0.08,0.00149561528320524,0.500126688334647,unstable,not-covered-on-grid-under-phase-branch-assumption,unstable-not-covered,45,76,0,65,50,6,11,0,0.00224052786930002,0.001,19.3298529856282,7.27771927095992e-16
1.4,0.63887656499994,0.1,-0.0149961694447612,0.497016085799528,stable,not-covered-on-grid-under-phase-branch-assumption,stable-not-covered,45,76,0,65,51,5,11,0,0.00196922025547917,0.001,19.3298529856282,6.06438098918882e-16
1.4,0.63887656499994,0.12,-0.0312067665841616,0.493196967292223,stable,not-covered-on-grid-under-phase-branch-assumption,stable-not-covered,44,77,0,66,55,0,11,0,0.001,0.001,19.3298529856282,1.23767936060737e-15
1.4,0.63887656499994,0.14,-0.0471060414410637,0.488674256667636,stable,not-covered-on-grid-under-phase-branch-assumption,stable-not-covered,44,77,0,80,41,0,11,0,0.001,0.001,19.3298529856282,8.5882181473262e-16
1.4,0.63887656499994,0.16,-0.0626604690349723,0.483453889587695,stable,not-covered-on-grid-under-phase-branch-assumption,stable-not-covered,44,77,0,86,35,0,11,0,0.001,0.001,19.3298529856282,1.04194073001201e-15
1.4,0.63887656499994,0.18,-0.0778329412803736,0.477543611719541,stable,not-covered-on-grid-under-phase-branch-assumption,stable-not-covered,43,78,0,89,32,0,12,0,0.001,0.001,19.3298529856282,8.91768267793568e-16
1.4,0.63887656499994,0.2,-0.092582675334175,0.470953923848062,stable,not-covered-on-grid-under-phase-branch-assumption,stable-not-covered,43,78,0,92,29,0,12,0,0.001,0.001,19.3298529856282,9.44708912812122e-16
1.4,0.63887656499994,0.25,-0.127308285215038,0.451614400203832,stable,not-covered-on-grid-under-phase-branch-assumption,stable-not-covered,42,79,0,97,24,0,12,0,0.001,0.001,19.3298529856282,9.59166635703194e-16
1.4,0.63887656499994,0.3,-0.158338068528269,0.428524053188541,stable,not-covered-on-grid-under-phase-branch-assumption,stable-not-covered,41,80,0,102,19,0,12,0,0.001,0.001,19.3298529856282,9.76655090781557e-16
1.4,0.63887656499994,0.35,-0.184889516627677,0.402399375283283,stable,not-covered-on-grid-under-phase-branch-assumption,stable-not-covered,40,81,0,108,13,0,11,0,0.001,0.001,19.3298529856282,8.96102610950516e-16
1.4,0.63887656499994,0.4,-0.20637944392213,0.374338275986067,stable,covered-on-grid-under-phase-branch-assumption,criterion-covered-stable,39,82,0,121,0,0,0,0,0.001,0.001,19.3298529856282,6.95050789996766e-16
1.4,0.63887656499994,0.45,-0.22268520629908,0.345694595674125,stable,covered-on-grid-under-phase-branch-assumption,criterion-covered-stable,39,82,0,121,0,0,0,0,0.001,0.001,19.3298529856282,1.01612726028911e-15
1.4,0.63887656499994,0.5,-0.234262195677638,0.317756738055789,stable,covered-on-grid-under-phase-branch-assumption,criterion-covered-stable,38,83,0,121,0,0,0,0,0.001,0.001,19.3298529856282,1.04152735512355e-15
1.5,0.596284793999944,0.04,0.0361476118217581,0.489983002302097,unstable,not-covered-on-grid-under-phase-branch-assumption,unstable-not-covered,45,76,0,65,52,4,11,0,0.00170306502925284,0.001,19.3298529856282,6.25675111754488e-16
1.5,0.596284793999944,0.05,0.027693227878562,0.489189880938054,unstable,not-covered-on-grid-under-phase-branch-assumption,unstable-not-covered,45,76,0,65,51,5,11,0,0.00196922025547917,0.001,19.3298529856282,6.07090409917783e-16
1.5,0.596284793999944,0.06,0.0192974637393952,0.488211970569328,unstable,not-covered-on-grid-under-phase-branch-assumption,unstable-not-covered,45,76,0,65,50,6,11,0,0.00224052786930002,0.001,19.3298529856282,9.27312599272755e-16
1.5,0.596284793999944,0.08,0.00269414978353026,0.485704701636201,unstable,not-covered-on-grid-under-phase-branch-assumption,unstable-not-covered,44,77,0,65,50,6,12,0,0.00224052786930002,0.001,19.3298529856282,8.16639803292154e-16
1.5,0.596284793999944,0.1,-0.0136357541414156,0.482466762997302,stable,not-covered-on-grid-under-phase-branch-assumption,stable-not-covered,44,77,0,65,51,5,12,0,0.00196922025547917,0.001,19.3298529856282,7.55923263204273e-16
1.5,0.596284793999944,0.12,-0.0296624751934759,0.478503709380536,stable,not-covered-on-grid-under-phase-branch-assumption,stable-not-covered,44,77,0,66,55,0,11,0,0.001,0.001,19.3298529856282,6.37488408941916e-16
1.5,0.596284793999944,0.14,-0.0453527564815706,0.473821762466562,stable,not-covered-on-grid-under-phase-branch-assumption,stable-not-covered,43,78,0,77,44,0,12,0,0.001,0.001,19.3298529856282,8.04143478824635e-16
1.5,0.596284793999944,0.16,-0.0606696141968691,0.468428619267815,stable,not-covered-on-grid-under-phase-branch-assumption,stable-not-covered,43,78,0,83,38,0,12,0,0.001,0.001,19.3298529856282,8.93379390357943e-16
1.5,0.596284793999944,0.18,-0.0755721823505443,0.462334413686285,stable,not-covered-on-grid-under-phase-branch-assumption,stable-not-covered,43,78,0,86,35,0,12,0,0.001,0.001,19.3298529856282,7.83432564050451e-16
1.5,0.596284793999944,0.2,-0.0900157058926565,0.455552847846208,stable,not-covered-on-grid-under-phase-branch-assumption,stable-not-covered,42,79,0,89,32,0,13,0,0.001,0.001,19.3298529856282,1.09361390856576e-15
1.5,0.596284793999944,0.25,-0.123790986180626,0.435729515882875,stable,not-covered-on-grid-under-phase-branch-assumption,stable-not-covered,41,80,0,94,27,0,13,0,0.001,0.001,19.3298529856282,6.94381032977584e-16
1.5,0.596284793999944,0.3,-0.15356843345,0.412236660961422,stable,not-covered-on-grid-under-phase-branch-assumption,stable-not-covered,40,81,0,98,23,0,14,0,0.001,0.001,19.3298529856282,8.79874260751882e-16
1.5,0.596284793999944,0.35,-0.178566075531921,0.385940593320995,stable,not-covered-on-grid-under-phase-branch-assumption,stable-not-covered,39,82,0,103,18,0,13,0,0.001,0.001,19.3298529856282,6.3743332003371e-16
1.5,0.596284793999944,0.4,-0.198298897988185,0.358097209572754,stable,not-covered-on-grid-under-phase-branch-assumption,stable-not-covered,39,82,0,120,1,0,1,0,0.001,0.001,19.3298529856282,8.85438239659047e-16
1.5,0.596284793999944,0.45,-0.212838300970135,0.330141543670494,stable,covered-on-grid-under-phase-branch-assumption,criterion-covered-stable,38,83,0,121,0,0,0,0,0.001,0.001,19.3298529856282,7.57179091474673e-16
1.5,0.596284793999944,0.5,-0.222845142625543,0.303308694320565,stable,covered-on-grid-under-phase-branch-assumption,criterion-covered-stable,37,84,0,121,0,0,0,0,0.001,0.001,19.3298529856282,6.91271776523519e-16
