case_name,frequency_Hz,Y11_real,Y11_imag,Y12_real,Y12_imag,Y21_real,Y21_imag,Y22_real,Y22_imag
stable,0.393223533572821,3.94579150826689,-1.26457073517325,3.62954189014752,2.25381958906312,-6.26551817986479,-1.25623712824527,-3.81528922983688,2.17025033310062
stable,0.412930181022563,3.90363548547155,-1.31723931872539,3.69241202691172,2.3521513800079,-6.30304683888186,-1.30987343982898,-3.75984603378845,2.26632331708351
stable,0.433624439641402,3.85759674343684,-1.37091740263253,3.7611817205082,2.45316055442568,-6.34404431638938,-1.36477757900644,-3.69918830929198,2.36525614114975
stable,0.455355804191134,3.80737309425718,-1.42541657150163,3.83633388685895,2.5566448091387,-6.38878347202165,-1.42080453643209,-3.6328864604141,2.46689947962844
stable,0.478176249895018,3.75265183478062,-1.48050683262306,3.91837415114434,2.66234476028159,-6.43754744530827,-1.47777390756129,-3.56048996916091,2.57105559233419
stable,0.502140356747681,3.69311284687316,-1.53591115883684,4.00782747795246,2.7699356860103,-6.49062708947223,-1.53546513839148,-3.48153017711062,2.67747116155482
stable,0.527305440054887,3.62843278096027,-1.59129972764353,4.10523334490707,2.87901864172537,-6.54831747653348,-1.59361249521606,-3.3955243160962,2.78582957112203
stable,0.553731687515399,3.55829053402686,-1.64628397484862,4.21113914315898,2.98911107166582,-6.61091329055887,-1.65189985816455,-3.30198106222054,2.89574273136794
stable,0.58148230317278,3.48237424926936,-1.70041063995961,4.32609145416593,3.09963711943066,-6.67870291159286,-1.70995548897909,-3.20040791743604,3.00674262138344
stable,0.610623658581427,3.40039007132415,-1.75315605471119,4.45062482802902,3.20991794173369,-6.75196098638884,-1.76734698735918,-3.09032074458323,3.11827280757217
stable,0.641225451548396,3.31207288260221,-1.80392101659414,4.58524768220011,3.31916245725795,-6.83093928857282,-1.82357672830274,-2.9712557883576,3.229680307475
stable,0.673360872830666,3.21719921514058,-1.85202669583353,4.73042496126076,3.42645911703338,-6.91585569687471,-1.8780781649945,-2.84278449698548,3.34020830132383
stable,0.707106781186547,3.11560246916549,-1.89671214428831,4.88655726229108,3.53076946261422,-7.00688117366067,-1.93021348575396,-2.70453140569374,3.44899034939155
stable,0.742543887199899,3.00719046344257,-1.93713410205856,5.05395625242902,3.63092443711697,-7.10412471656647,-1.97927322409968,-2.55619523920825,3.55504694555313
stable,0.779756946316818,2.89196518212216,-1.97236992103012,5.23281640368761,3.72562461868757,-7.20761639343046,-2.02447852855853,-2.39757322078197,3.65728541527831
stable,0.81883496155648,2.77004435801329,-2.00142452655475,5.42318336275604,3.81344573374995,-7.31728876384538,-2.06498688831424,-2.22858832411078,3.75450433027002
stable,0.859871396380969,2.64168423686109,-2.02324239378412,5.62491967418184,3.89285094460919,-7.43295724497787,-2.09990216045536,-2.04931885979357,3.84540373301737
stable,0.902964398233205,2.50730250307675,-2.03672549092523,5.83766908829456,3.96221144632836,-7.55430029349294,-2.12828972600977,-1.8600293457363,3.92860250267912
stable,0.94821703327763,2.36749992935268,-2.04075799879626,6.06082129780405,4.01983679365928,-7.68084063685444,-2.14919748131257,-1.66120108168245,4.00266409911991
stable,0.995737532905055,2.2230788741446,-2.03423831370251,6.29347962093762,4.06401604625165,-7.81192916732317,-2.16168311307455,-1.45356026450307,4.06613163912958
stable,1.04563955259127,2.07505634870055,-2.01611834427173,6.53443481240638,4.0930702094226,-7.94673346197269,-2.16484767961238,-1.23810090470418,4.11757273561738
stable,1.09804244372852,1.92466909031208,-1.98544940621858,6.78214872644165,4.10541551890106,-8.08423314200152,-2.15787491251839,-1.01609933055368,4.15563373204957
stable,1.15307153907997,1.7733680118709,-1.94143311904783,7.03475183382784,4.0996358739496,-8.22322434707904,-2.14007487665863,-0.789116819398537,4.17910189209767
stable,1.2108584525399,1.62279965733295,-1.88347468074969,7.29005844324742,4.07456123300099,-8.362335381975,-2.11092973755031,-0.558987018286044,4.18697281689226
stable,1.27154139391661,1.47477296897469,-1.81123486405095,7.54560274402228,4.02934720314479,-8.50005501420755,-2.0701384900126,-0.327785440484897,4.17851899131259
stable,1.33526549949084,1.33121080688034,-1.72467622021418,7.79869737717859,3.96354962165852,-8.63477392593186,-2.017656755335,-0.097779534787271,4.15335411508715
