frequency_Hz,normalized_voltage_margin,normalized_angle_schur_margin,normalized_angle_pivot_margin,normalized_voltage_schur_margin,normalized_total_sigma_min,relative_factorization_residual
0.001,0.988943156847059,0.162430694477508,0.169575478551163,0.94727566236519,0.160634723765447,0
0.00100809567353382,0.988943156878259,0.162430743943178,0.169575523649239,0.947275698947676,0.160634772689251,7.16443014219998e-19
0.0010162568869976,0.988943156909966,0.162430794212991,0.169575569480456,0.947275736124838,0.160634822408388,7.16442792229501e-19
0.00102448417098122,0.988943156942188,0.162430845300017,0.169575616056734,0.947275773906341,0.160634872935787,0
0.00103277806037004,0.988943156974934,0.162430897217542,0.169575663390183,0.94727581230201,0.160634924284587,7.16442337363865e-19
0.00104113909437969,0.988943157008213,0.162430949979068,0.169575711493113,0.947275851321826,0.160634976468143,0
0.00104956781659108,0.988943157042033,0.162431003598314,0.169575760378032,0.947275890975935,0.160635029500022,0
0.0010580647749858,0.988943157076403,0.162431058089222,0.169575810057653,0.947275931274648,0.160635083394016,7.1644162695954e-19
0.00106663052198171,0.988943157111331,0.162431113465964,0.169575860544894,0.947275972228441,0.160635138164139,0
0.00107526561446888,0.988943157146827,0.162431169742939,0.169575911852884,0.947276013847964,0.160635193824634,1.83408930278663e-16
0.00108397061384575,0.9889431571829,0.162431226934781,0.169575963994967,0.947276056144035,0.160635250389975,0
0.0010927460860557,0.98894315721956,0.162431285056365,0.1695760169847,0.947276099127653,0.160635307874872,1.83408799918616e-16
0.00110159260162376,0.988943157256815,0.162431344122801,0.169576070835864,0.947276142809993,0.160635366294271,0
0.00111051073569377,0.988943157294677,0.162431404149453,0.169576125562463,0.947276187202412,0.160635425663367,0
0.00111950106806574,0.988943157333153,0.162431465151926,0.169576181178726,0.947276232316452,0.160635485997596,7.16439829389588e-19
0.00112856418323356,0.988943157372255,0.162431527146086,0.169576237699118,0.947276278163841,0.160635547312647,0
0.00113770067042298,0.988943157411993,0.162431590148052,0.169576295138335,0.947276324756502,0.160635609624466,1.83409854308192e-16
0.00114691112362992,0.988943157452377,0.162431654174209,0.169576353511314,0.947276372106546,0.160635672949255,0
0.00115619614165913,0.988943157493417,0.162431719241205,0.169576412833235,0.947276420226283,0.160635737303482,1.83408309081017e-16
0.00116555632816306,0.988943157535125,0.16243178536596,0.169576473119524,0.947276469128226,0.16063580270388,0
0.00117499229168114,0.988943157577511,0.16243185256567,0.169576534385858,0.947276518825087,0.160635869167458,1.83408158360805e-16
0.00118450464567934,0.988943157620585,0.162431920857808,0.169576596648168,0.947276569329786,0.160635936711497,1.83408081158224e-16
0.00119409400859005,0.98894315766436,0.162431990260133,0.169576659922645,0.947276620655456,0.160636005353562,1.43287502109898e-18
0.00120376100385228,0.988943157708847,0.162432060790693,0.169576724225743,0.947276672815438,0.160636075111503,1.8341352004796e-16
0.0012135062599522,0.988943157754056,0.162432132467827,0.169576789574183,0.947276725823294,0.160636146003458,1.8341343901646e-16
0.00122333041046402,0.988943157800001,0.162432205310175,0.169576855984959,0.947276779692805,0.160636218047862,0
0.00123323409409112,0.988943157846692,0.162432279336679,0.16957692347534,0.947276834437975,0.160636291263451,1.83413272980423e-16
0.00124321795470765,0.988943157894143,0.162432354566586,0.169576992062876,0.947276890073038,0.160636365669261,1.43287180361437e-18
0.00125328264140034,0.988943157942365,0.162432431019462,0.169577061765402,0.947276946612457,0.160636441284642,1.43287112839909e-18
0.00126342880851072,0.988943157991371,0.162432508715185,0.169577132601044,0.94727700407093,0.160636518129256,0
0.00127365711567764,0.988943158041173,0.162432587673959,0.169577204588222,0.947277062463396,0.160636596223085,0
0.00128396822788018,0.988943158091785,0.162432667916317,0.169577277745654,0.947277121805035,0.160636675586436,1.43286903618128e-18
0.00129436281548089,0.98894315814322,0.162432749463123,0.169577352092366,0.947277182111274,0.160636756239948,1.83407144445479e-16
0.00130484155426934,0.988943158195491,0.162432832335584,0.169577427647689,0.947277243397791,0.160636838204591,1.83407050761245e-16
0.00131540512550606,0.988943158248612,0.162432916555248,0.16957750443127,0.947277305680518,0.16063692150168,0
0.00132605421596686,0.988943158302596,0.162433002144014,0.169577582463076,0.947277368975647,0.160637006152874,0
0.00133678951798747,0.988943158357458,0.162433089124141,0.169577661763399,0.947277433299633,0.160637092180186,1.83412357516676e-16
0.00134761172950852,0.988943158413212,0.162433177518244,0.16957774235286,0.947277498669197,0.160637179605986,1.83406660546113e-16
0.00135852155412096,0.988943158469872,0.162433267349309,0.169577824252413,0.947277565101332,0.160637268453007,1.43286374215605e-18
0.00136951970111177,0.988943158527453,0.162433358640695,0.169577907483356,0.947277632613309,0.160637358744352,1.43286293589938e-18
0.0013806068855101,0.988943158585971,0.162433451416141,0.169577992067332,0.947277701222678,0.160637450503499,1.43286211653689e-18
0.00139178382813373,0.988943158645439,0.16243354569977,0.169578078026334,0.947277770947274,0.160637543754309,1.83411841362502e-16
0.00140305125563594,0.988943158705875,0.1624336415161,0.169578165382717,0.947277841805223,0.160637638521029,1.83406136017787e-16
0.00141440990055278,0.988943158767293,0.162433738890045,0.169578254159195,0.947277913814944,0.160637734828303,0
0.00142586050135065,0.988943158829709,0.162433837846925,0.169578344378852,0.947277986995157,0.160637832701171,0
0.00143740380247435,0.98894315889314,0.162433938412473,0.16957843606515,0.947278061364885,0.160637932165084,0
0.00144904055439544,0.988943158957602,0.162434040612837,0.169578529241929,0.947278136943459,0.160638033245907,1.83405684859598e-16
0.00146077151366109,0.988943159023112,0.162434144474594,0.169578623933418,0.947278213750528,0.160638135969921,1.4328559957002e-18
0.00147259744294318,0.988943159089687,0.162434250024748,0.16957872016424,0.947278291806055,0.160638240363838,1.83411045135856e-16
0.00148451911108798,0.988943159157344,0.162434357290747,0.169578817959418,0.947278371130331,0.160638346454804,1.83405326873202e-16
0.00149653729316606,0.988943159226101,0.162434466300482,0.169578917344381,0.947278451743977,0.160638454270405,1.83410800641437e-16
0.00150865277052271,0.988943159295976,0.162434577082299,0.169579018344971,0.947278533667945,0.160638563838674,1.83427465361079e-16
0.00152086633082875,0.988943159366987,0.162434689665003,0.169579120987454,0.947278616923533,0.160638675188104,1.83410548134e-16
0.00153317876813171,0.988943159439151,0.162434804077869,0.169579225298518,0.947278701532379,0.160638788347647,1.83410418793676e-16
0.00154559088290748,0.98894315951249,0.162434920350647,0.169579331305288,0.947278787516478,0.160638903346728,0
0.00155810348211234,0.98894315958702,0.16243503851357,0.169579439035327,0.947278874898179,0.160639020215249,0
0.00157071737923542,0.988943159662762,0.162435158597362,0.169579548516648,0.947278963700196,0.160639138983597,1.83404421047799e-16
0.0015834333943516,0.988943159739736,0.162435280633251,0.169579659777721,0.94727905394561,0.160639259682658,1.8340428309489e-16
0.00159625235417481,0.98894315981796,0.162435404652965,0.169579772847474,0.947279145657879,0.160639382343813,1.83404142899618e-16
0.00160917509211179,0.988943159897456,0.162435530688754,0.16957988775531,0.94727923886084,0.160639506998957,1.83409597386048e-16
0.00162220244831628,0.988943159978245,0.162435658773389,0.169580004531107,0.94727933357872,0.160639633680503,1.43284262215326e-18
0.0016353352697436,0.988943160060347,0.162435788940174,0.169580123205229,0.947279429836136,0.160639762421391,1.83409305443819e-16
0.00164857441020578,0.988943160143784,0.162435921222956,0.169580243808536,0.947279527658108,0.160639893255097,1.83425945720552e-16
0.00166192073042701,0.988943160228576,0.16243605565613,0.169580366372386,0.947279627070061,0.160640026215638,0
0.00167537509809962,0.988943160314748,0.162436192274651,0.169580490928648,0.947279728097834,0.160640161337587,1.4328379105902e-18
