case_id,damping_D,frequency_Hz,Yc11_real,Yc11_imag,Yc12_real,Yc12_imag,Yc21_real,Yc21_imag,Yc22_real,Yc22_imag,Ynet11_real,Ynet11_imag,Ynet12_real,Ynet12_imag,Ynet21_real,Ynet21_imag,Ynet22_real,Ynet22_imag
fig8_D_0p05,0.050000000000000003,0.0023516428844943486,0.50000084470489448,-4.0210930665623935e-05,-1.7322239434347658e-05,0.00073879302308512958,-9.847527210199436e-07,-0.0029138960298415533,-0.50000032963709795,-6.4863554510293875e-10,0.90000000155731108,2.2575771672501611e-05,0.80000000028314755,-3.0101028985450384e-05,-0.80000000028314744,3.0101028985450384e-05,0.90000000155731108,2.2575771672501614e-05
fig8_D_0p05,0.050000000000000003,0.0023898925662310501,0.50000087240678426,-4.0865045147708654e-05,-1.7890318749769353e-05,0.00075080964503869549,-1.017047414592076e-06,-0.0029612907968508758,-0.50000034044746244,-6.8080353508149062e-10,0.90000000160838267,2.2942968616249327e-05,0.80000000029243323,-3.0590624914850305e-05,-0.80000000029243323,3.0590624914850298e-05,0.90000000160838267,2.294296861624933e-05
fig8_D_0p05,0.050000000000000003,0.0024287643824604504,0.50000090101715144,-4.1529802832756724e-05,-1.8477028148509629e-05,0.00076302172275651524,-1.0504012034409649e-06,-0.0030094564433675083,-0.50000035161235024,-7.1456684446342391e-10,0.90000000166112926,2.331613805108109e-05,0.80000000030202345,-3.1088184165913982e-05,-0.80000000030202345,3.1088184165913976e-05,0.90000000166112926,2.33161380510811e-05
fig8_D_0p05,0.050000000000000003,0.0024682684522556926,0.50000093056578931,-4.2205377030422711e-05,-1.9082978604120554e-05,0.00077543243555900504,-1.0848488203041295e-06,-0.0030584055077850611,-0.50000036314338792,-7.5000459069321382e-10,0.90000000171560557,2.3695377120096818e-05,0.80000000031192831,-3.1593836262785447e-05,-0.80000000031192831,3.1593836262785447e-05,0.90000000171560557,2.3695377120096814e-05
fig8_D_0p05,0.050000000000000003,0.0025084150592775412,0.50000096108346825,-4.2891943879028457e-05,-1.9708801127198859e-05,0.00078804501448917095,-1.120426136924646e-06,-0.0031081507324337183,-0.5000003750525831,-7.8719981495655031e-10,0.90000000177186834,2.4080784546437435e-05,0.8000000003221579,-3.2107712836330676e-05,-0.8000000003221579,3.2107712836330676e-05,0.90000000177186834,2.4080784546437439e-05
fig8_D_0p05,0.050000000000000003,0.0025492146544514229,0.50000099260196784,-4.3589682392056069e-05,-2.0355147422517611e-05,0.00080086274315440884,-1.1571702014552543e-06,-0.0031587050668972125,-0.50000038735233776,-8.2623967674041792e-10,0.9000000018299763,2.4472460658984556e-05,0.800000000332723,-3.262994765840371e-05,-0.80000000033272289,3.262994765840371e-05,0.9000000018299763,2.4472460658984556e-05
fig8_D_0p05,0.050000000000000003,0.0025906778586880087,0.50000102515410982,-4.4298774505421557e-05,-2.102269056770983e-05,0.00081388895858202856,-1.195119277055956e-06,-0.0032100816713837607,-0.50000040005545965,-8.6721565811711393e-10,0.90000000188998985,2.4870507418477984e-05,0.80000000034363461,-3.3160676676670163e-05,-0.8000000003436345,3.3160676676670163e-05,0.90000000188998985,2.4870507418477991e-05
fig8_D_0p05,0.050000000000000003,0.0026328154656480199,0.50000105877379242,-4.5019405125541848e-05,-2.1712125714210531e-05,0.00082712705208870952,-1.2343128816851012e-06,-0.0032622939201517797,-0.50000041317517752,-9.1022377804358392e-10,0.90000000195197161,2.5275028444057891e-05,0.80000000035490393,-3.3700038049996719e-05,-0.80000000035490382,3.3700038049996719e-05,0.90000000195197161,2.5275028444057888e-05
fig8_D_0p05,0.050000000000000003,0.0026756384445520455,0.50000109349602528,-4.5751762178210922e-05,-2.242417081118823e-05,0.00084058047016414054,-1.2747918292956018e-06,-0.0033153554049913745,-0.50000042672515355,-9.5536481746889791e-10,0.90000000201598596,2.5686129040239016e-05,0.80000000036654295,-3.4248172184416859e-05,-0.80000000036654284,3.4248172184416859e-05,0.90000000201598596,2.5686129040239012e-05
fig8_D_0p05,0.050000000000000003,0.0027191579430360189,0.50000112935696661,-4.6496036658297962e-05,-2.3159567353218791e-05,0.00085425271536904884,-1.3165982723113701e-06,-0.0033692799387623914,-0.50000044071949779,-1.0027445554124971e-09,0.90000000208209974,2.6103916224323303e-05,0.80000000037856367,-3.4805221769680964e-05,-0.80000000037856356,3.4805221769680957e-05,0.90000000208209963,2.6103916224323303e-05
