case_name,frequency_Hz,normalized_separation_margin,normalized_lower_bound,normalized_upper_bound,optimal_rotation_rad,normalized_H_contribution,normalized_G_contribution,normalized_commutator,normalized_eigenvalue_gap,critical_direction_d_magnitude,critical_direction_q_magnitude,critical_direction_q_relative_phase_rad,classification_status,classification_is_certified,direction_resolved,objective_envelope_resolved,attribution_status,overall_numerical_status
unstable,0.163068940895331,-0.134986350444683,-0.134986350444683,-0.132812315679612,-1.54195942853612,-0.000112218819353523,-0.13487413162533,0.221102866906399,0.276402742396358,0.634891506141343,0.772601304315219,-2.68680797796335,non-sectorial,1,1,1,resolved,resolved
unstable,0.171241244569602,-0.14107474599178,-0.14107474599178,-0.138897891316303,-1.53728716906092,-0.000158348363265318,-0.140916397628515,0.232272410793981,0.289031173956356,0.628026121128958,0.778192258493822,-2.66935189438425,non-sectorial,1,1,1,resolved,resolved
unstable,0.179823108439566,-0.147348400303622,-0.147348400303622,-0.145167090719359,-1.5319163575408,-0.00022262588060635,-0.147125774423016,0.243880199041994,0.302074248932677,0.620542614141284,0.784172725893155,-2.6514693259617,non-sectorial,1,1,1,resolved,resolved
unstable,0.188835057874883,-0.153790542679714,-0.153790542679714,-0.151613200740034,-1.52575271360368,-0.00031181978500188,-0.153478722894712,0.255902352908747,0.315503911343493,0.612389658843561,0.790556073749021,-2.63313040698972,non-sectorial,1,1,1,resolved,resolved
unstable,0.198298646887169,-0.16037836776446,-0.16037836776446,-0.158196840360861,-1.51869256354526,-0.000434999774306,-0.159943367990154,0.268302907548796,0.329280721198696,0.603512777425867,0.797353326627359,-2.61428767250274,non-sectorial,1,1,1,resolved,resolved
unstable,0.208236509681036,-0.167082020657888,-0.167082020657888,-0.164901956119548,-1.51062300568374,-0.000604245376388289,-0.1664777752815,0.281031663190813,0.343351873280676,0.593854321818544,0.804572584952679,-2.59487014466356,non-sectorial,1,1,1,resolved,resolved
unstable,0.218672414788656,-0.17386356589504,-0.17386356589504,-0.171682252796526,-1.5014230861916,-0.000835401912946387,-0.173028163982094,0.294022062253278,0.357649164679985,0.583354579482668,0.812217602983707,-2.57477532489559,non-sectorial,1,1,1,resolved,resolved
unstable,0.229631321917304,-0.180676014818414,-0.180676014818414,-0.178497169965554,-1.49096562450763,-0.00114899102910142,-0.179527023789313,0.307189281289455,0.372087051632597,0.571952909765936,0.820286455459481,-2.55385926098079,non-sectorial,1,1,1,resolved,resolved
unstable,0.241139441645862,-0.187462525754269,-0.187462525754269,-0.185280867998323,-1.47912046258073,-0.00157111054132536,-0.185891415212943,0.320428805309396,0.386561006545434,0.559590107253263,0.828769516732054,-2.53192363003755,non-sectorial,1,1,1,resolved,resolved
unstable,0.253224298113036,-0.194155943502011,-0.194155943502011,-0.191974432972388,-1.46575939023721,-0.00213421010896429,-0.192021733393047,0.333615841641405,0.400946488848247,0.546212121974643,0.837646893271836,-2.50869924581929,non-sectorial,1,1,1,resolved,resolved
unstable,0.265914794847249,-0.200678908359624,-0.200678908359624,-0.198503713372586,-1.45076313401482,-0.00287751624833052,-0.197801392111294,0.346606022822116,0.415098966555741,0.531775691984642,0.846885242175264,-2.48382516265111,non-sectorial,1,1,1,resolved,resolved
